HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text,Answer.extremism level.label,Approve,Reject
3INZSNUD80J4F3URHQN5M2VS7THD9B,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:37 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:37 PDT 2023,,,3IFS6Q0HJJC6FD468CT9IECLRA4SIT,A31P8S2RNOBVYX,Approved,Mon Apr 10 05:21:16 PDT 2023,Mon Apr 10 05:22:00 PDT 2023,Thu Apr 13 05:22:00 PDT 2023,Thu Apr 13 05:22:26 PDT 2023,,,44,100% (4/4),100% (4/4),100% (4/4),"@ColinDMello Do you know who is responsible for...
Children in schools catching #COVID19, teachers getting #COVID19, educational workers getting #COVID19, &amp; bus drivers getting #COVID19 ?

The @OntarioPCCaucus is responsible for #UnsafeSchools spreading #COVID19",Neutral,,
3INZSNUD80J4F3URHQN5M2VS7THD9B,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:37 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:37 PDT 2023,,,37C0GNLMHGWKK4QN9LPVQC0GHG06DK,A3LZHZSE1ZA3B2,Approved,Mon Apr 10 05:20:44 PDT 2023,Mon Apr 10 05:22:27 PDT 2023,Thu Apr 13 05:22:27 PDT 2023,Thu Apr 13 05:22:28 PDT 2023,,,103,100% (13/13),100% (13/13),100% (13/13),"@ColinDMello Do you know who is responsible for...
Children in schools catching #COVID19, teachers getting #COVID19, educational workers getting #COVID19, &amp; bus drivers getting #COVID19 ?

The @OntarioPCCaucus is responsible for #UnsafeSchools spreading #COVID19",Neutral,,
3INZSNUD80J4F3URHQN5M2VS7THD9B,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:37 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:37 PDT 2023,,,3I3WADAZ9RXF5XHYUBT690YFPZV5OZ,A3QPTE1PX514XA,Approved,Mon Apr 10 05:18:41 PDT 2023,Mon Apr 10 05:18:45 PDT 2023,Thu Apr 13 05:18:45 PDT 2023,Thu Apr 13 05:19:25 PDT 2023,,,4,100% (9/9),100% (9/9),100% (9/9),"@ColinDMello Do you know who is responsible for...
Children in schools catching #COVID19, teachers getting #COVID19, educational workers getting #COVID19, &amp; bus drivers getting #COVID19 ?

The @OntarioPCCaucus is responsible for #UnsafeSchools spreading #COVID19",Far-right,,
3RKHNXPHGWPAD1O47I4JMBDW4NOUKW,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:37 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:37 PDT 2023,,,33PPO7FECW80DOLOBMYKNFQLQ7UIDP,A17SG2B08QE0RF,Approved,Mon Apr 10 05:19:06 PDT 2023,Mon Apr 10 05:19:18 PDT 2023,Thu Apr 13 05:19:18 PDT 2023,Thu Apr 13 05:19:34 PDT 2023,,,12,100% (7/7),100% (7/7),100% (7/7),"""If you can't be on the fields, support those who are on the fields. #COVID19 has delayed &amp; disrupted a lot of #restoration projects, and we are facing it hard. We need full support on ALL levels.""

Hear the powerful voices of GLFx Yaound, #Cameroon!
#GLFClimate @GLFChapters https://t.co/CTtm5SUe0A",Near-right,,
3RKHNXPHGWPAD1O47I4JMBDW4NOUKW,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:37 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:37 PDT 2023,,,3TXMY6UCAFH3PU3TOY8ICBZPWHZQC0,A1U575CZRDWFT,Approved,Mon Apr 10 05:18:41 PDT 2023,Mon Apr 10 05:19:38 PDT 2023,Thu Apr 13 05:19:38 PDT 2023,Thu Apr 13 05:19:41 PDT 2023,,,57,100% (17/17),100% (17/17),100% (17/17),"""If you can't be on the fields, support those who are on the fields. #COVID19 has delayed &amp; disrupted a lot of #restoration projects, and we are facing it hard. We need full support on ALL levels.""

Hear the powerful voices of GLFx Yaound, #Cameroon!
#GLFClimate @GLFChapters https://t.co/CTtm5SUe0A",Neutral,,
3RKHNXPHGWPAD1O47I4JMBDW4NOUKW,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:37 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:37 PDT 2023,,,3P529IW9KZEZ197QNVQN3VLYJO4LFH,A2IVGV7FPPNRKB,Approved,Mon Apr 10 05:19:15 PDT 2023,Mon Apr 10 05:19:22 PDT 2023,Thu Apr 13 05:19:22 PDT 2023,Thu Apr 13 05:19:36 PDT 2023,,,7,100% (7/7),100% (7/7),100% (7/7),"""If you can't be on the fields, support those who are on the fields. #COVID19 has delayed &amp; disrupted a lot of #restoration projects, and we are facing it hard. We need full support on ALL levels.""

Hear the powerful voices of GLFx Yaound, #Cameroon!
#GLFClimate @GLFChapters https://t.co/CTtm5SUe0A",Neutral,,
3RKHNXPHGWPAD1O47I4JMBDW4NOUKW,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:37 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:37 PDT 2023,,,3AWETUDC93L3GPQK34NHE79OEP4IZO,A2SR4PNIZLNRHT,Approved,Mon Apr 10 05:19:51 PDT 2023,Mon Apr 10 05:20:04 PDT 2023,Thu Apr 13 05:20:04 PDT 2023,Thu Apr 13 05:20:29 PDT 2023,,,13,100% (7/7),100% (7/7),100% (7/7),"""If you can't be on the fields, support those who are on the fields. #COVID19 has delayed &amp; disrupted a lot of #restoration projects, and we are facing it hard. We need full support on ALL levels.""

Hear the powerful voices of GLFx Yaound, #Cameroon!
#GLFClimate @GLFChapters https://t.co/CTtm5SUe0A",Neutral,,
3RKHNXPHGWPAD1O47I4JMBDW4NOUKW,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:37 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:37 PDT 2023,,,3HUTX6F6VVGN60YBCSR8BTV35P4O2H,A3R9XZVZYE0MHR,Approved,Mon Apr 10 05:19:14 PDT 2023,Mon Apr 10 05:20:10 PDT 2023,Thu Apr 13 05:20:10 PDT 2023,Thu Apr 13 05:20:30 PDT 2023,,,56,100% (5/5),100% (5/5),100% (5/5),"""If you can't be on the fields, support those who are on the fields. #COVID19 has delayed &amp; disrupted a lot of #restoration projects, and we are facing it hard. We need full support on ALL levels.""

Hear the powerful voices of GLFx Yaound, #Cameroon!
#GLFClimate @GLFChapters https://t.co/CTtm5SUe0A",Near-right,,
3UYRNV2KITSDNA2U1SVUIBCB1R1N8E,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3M0BCWMB8WPPZM79M7BTTGBT2XGBWI,A19KTMSQDSJG7V,Approved,Mon Apr 10 05:18:19 PDT 2023,Mon Apr 10 05:19:02 PDT 2023,Thu Apr 13 05:19:02 PDT 2023,Thu Apr 13 05:19:29 PDT 2023,,,43,100% (21/21),100% (21/21),100% (21/21),"Following China's latest #COVID19 policy release, search volume of intl air tickets on travel platform https://t.co/Cqjso0XyEC reached a peak in the past year. As of 14:00, real-time search volume on the platform has tripled from the same period yesterday and is still growing. https://t.co/EhTbH73Pdk",Near-left,,
3UYRNV2KITSDNA2U1SVUIBCB1R1N8E,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3VFJCI1K40SGI7YY3ZT17SU9QVTRGC,A2CNMQU0FVAUFY,Approved,Mon Apr 10 05:18:50 PDT 2023,Mon Apr 10 05:20:14 PDT 2023,Thu Apr 13 05:20:14 PDT 2023,Thu Apr 13 05:20:31 PDT 2023,,,84,100% (7/7),100% (7/7),100% (7/7),"Following China's latest #COVID19 policy release, search volume of intl air tickets on travel platform https://t.co/Cqjso0XyEC reached a peak in the past year. As of 14:00, real-time search volume on the platform has tripled from the same period yesterday and is still growing. https://t.co/EhTbH73Pdk",Neutral,,
3UYRNV2KITSDNA2U1SVUIBCB1R1N8E,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3OE22WJIGJHZBOKTAPTI6HLV3H6QUA,A2P0EZBOOTBSAL,Approved,Mon Apr 10 05:18:45 PDT 2023,Mon Apr 10 05:20:19 PDT 2023,Thu Apr 13 05:20:19 PDT 2023,Thu Apr 13 05:20:32 PDT 2023,,,94,100% (10/10),100% (10/10),100% (10/10),"Following China's latest #COVID19 policy release, search volume of intl air tickets on travel platform https://t.co/Cqjso0XyEC reached a peak in the past year. As of 14:00, real-time search volume on the platform has tripled from the same period yesterday and is still growing. https://t.co/EhTbH73Pdk",Near-left,,
3UYRNV2KITSDNA2U1SVUIBCB1R1N8E,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3YMU66OBIO13TDKV7UH7TOS33MVHG5,A3K9ZNOQFBE037,Approved,Mon Apr 10 05:25:33 PDT 2023,Mon Apr 10 05:27:09 PDT 2023,Thu Apr 13 05:27:09 PDT 2023,Thu Apr 13 05:27:23 PDT 2023,,,96,100% (11/11),100% (11/11),100% (11/11),"Following China's latest #COVID19 policy release, search volume of intl air tickets on travel platform https://t.co/Cqjso0XyEC reached a peak in the past year. As of 14:00, real-time search volume on the platform has tripled from the same period yesterday and is still growing. https://t.co/EhTbH73Pdk",Far-right,,
3UYRNV2KITSDNA2U1SVUIBCB1R1N8E,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3XCC1ODXDM47VWSC6VYD16YBWI2RQ7,AWEOVYNS6G6OR,Approved,Mon Apr 10 05:18:53 PDT 2023,Mon Apr 10 05:19:43 PDT 2023,Thu Apr 13 05:19:43 PDT 2023,Thu Apr 13 05:20:23 PDT 2023,,,50,100% (20/20),100% (20/20),100% (20/20),"Following China's latest #COVID19 policy release, search volume of intl air tickets on travel platform https://t.co/Cqjso0XyEC reached a peak in the past year. As of 14:00, real-time search volume on the platform has tripled from the same period yesterday and is still growing. https://t.co/EhTbH73Pdk",Far-left,,
3S1L4CQSFXYFI6IS02WV6X9XPOFFA3,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3D3VGR7TA18FOVMA8KMHOY50MQOR34,A2OPFEYJOGO43T,Approved,Mon Apr 10 05:18:47 PDT 2023,Mon Apr 10 05:20:14 PDT 2023,Thu Apr 13 05:20:14 PDT 2023,Thu Apr 13 05:20:31 PDT 2023,,,87,100% (16/16),100% (16/16),100% (16/16),95 nobodies dead in the calm &amp; the next breaker is now in sight #covid19 #auspol https://t.co/LERqxDaTHT,Neutral,,
3S1L4CQSFXYFI6IS02WV6X9XPOFFA3,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3300DTYQT3AIMSN7KPED2ZZSHTCQET,A3B2XON26P8JAM,Approved,Mon Apr 10 05:18:41 PDT 2023,Mon Apr 10 05:19:48 PDT 2023,Thu Apr 13 05:19:48 PDT 2023,Thu Apr 13 05:20:24 PDT 2023,,,67,100% (12/12),100% (12/12),100% (12/12),95 nobodies dead in the calm &amp; the next breaker is now in sight #covid19 #auspol https://t.co/LERqxDaTHT,Near-left,,
3S1L4CQSFXYFI6IS02WV6X9XPOFFA3,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3ERMJ6L4DZL6SYA55OTQFGN6L5AM7F,AIS03FPGFAG84,Approved,Mon Apr 10 05:20:12 PDT 2023,Mon Apr 10 05:20:57 PDT 2023,Thu Apr 13 05:20:57 PDT 2023,Thu Apr 13 05:21:26 PDT 2023,,,45,100% (6/6),100% (6/6),100% (6/6),95 nobodies dead in the calm &amp; the next breaker is now in sight #covid19 #auspol https://t.co/LERqxDaTHT,Far-right,,
3S1L4CQSFXYFI6IS02WV6X9XPOFFA3,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3WLEIWSYHPADEJCO8FWIRKY2T3Q2H7,AORHXBTOCXFUK,Approved,Mon Apr 10 05:18:25 PDT 2023,Mon Apr 10 05:19:38 PDT 2023,Thu Apr 13 05:19:38 PDT 2023,Thu Apr 13 05:19:41 PDT 2023,,,73,100% (6/6),100% (6/6),100% (6/6),95 nobodies dead in the calm &amp; the next breaker is now in sight #covid19 #auspol https://t.co/LERqxDaTHT,Neutral,,
3S1L4CQSFXYFI6IS02WV6X9XPOFFA3,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3HHRAGRYX9YY6KJAX16NLG3HBVE9OU,AZQC0J97DUCKY,Approved,Mon Apr 10 05:22:39 PDT 2023,Mon Apr 10 05:22:51 PDT 2023,Thu Apr 13 05:22:51 PDT 2023,Thu Apr 13 05:23:23 PDT 2023,,,12,100% (1/1),100% (1/1),100% (1/1),95 nobodies dead in the calm &amp; the next breaker is now in sight #covid19 #auspol https://t.co/LERqxDaTHT,Neutral,,
3GV1I4SEO9I0VWGLW0IHL5CVQ1BL6O,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3RJSC4XJ11NU2GPFSQRVJZ2XRWG055,A1CM1XM5DIXUHT,Approved,Mon Apr 10 05:21:37 PDT 2023,Mon Apr 10 05:21:55 PDT 2023,Thu Apr 13 05:21:55 PDT 2023,Thu Apr 13 05:22:26 PDT 2023,,,18,100% (3/3),100% (3/3),100% (3/3),China adjusts #COVID19 measures for inbound travelers https://t.co/lx63R6CLrE,Near-right,,
3GV1I4SEO9I0VWGLW0IHL5CVQ1BL6O,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3Y54SXRO1MEC34CLRTNDBMWINO5TUR,A1Q0495NMQY3V0,Approved,Mon Apr 10 05:19:10 PDT 2023,Mon Apr 10 05:19:21 PDT 2023,Thu Apr 13 05:19:21 PDT 2023,Thu Apr 13 05:19:35 PDT 2023,,,11,100% (5/5),100% (5/5),100% (5/5),China adjusts #COVID19 measures for inbound travelers https://t.co/lx63R6CLrE,Neutral,,
3GV1I4SEO9I0VWGLW0IHL5CVQ1BL6O,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3I33IC7ZWGVY4W4A29MQAYBYG80A24,A1RCAHQDSEGHCV,Approved,Mon Apr 10 05:18:58 PDT 2023,Mon Apr 10 05:19:04 PDT 2023,Thu Apr 13 05:19:04 PDT 2023,Thu Apr 13 05:19:29 PDT 2023,,,6,100% (3/3),100% (3/3),100% (3/3),China adjusts #COVID19 measures for inbound travelers https://t.co/lx63R6CLrE,Neutral,,
3GV1I4SEO9I0VWGLW0IHL5CVQ1BL6O,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3PJ71Z61R5VDASC9RZ8C9KQ9IK4917,A2P4KURBQNEJ70,Approved,Mon Apr 10 05:18:20 PDT 2023,Mon Apr 10 05:18:45 PDT 2023,Thu Apr 13 05:18:45 PDT 2023,Thu Apr 13 05:19:25 PDT 2023,,,25,100% (3/3),100% (3/3),100% (3/3),China adjusts #COVID19 measures for inbound travelers https://t.co/lx63R6CLrE,Near-left,,
3GV1I4SEO9I0VWGLW0IHL5CVQ1BL6O,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3R3YRB5GRGW7O8DCLTWWGH6QZZKUA7,A2VNEMVE8VC5F7,Approved,Mon Apr 10 05:19:15 PDT 2023,Mon Apr 10 05:20:59 PDT 2023,Thu Apr 13 05:20:59 PDT 2023,Thu Apr 13 05:21:26 PDT 2023,,,104,100% (8/8),100% (8/8),100% (8/8),China adjusts #COVID19 measures for inbound travelers https://t.co/lx63R6CLrE,Near-right,,
3ZXNP4Z39REJZWUQFAN9RJCRLCVL7N,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3OSWBBLG1FQX3JAJA8YLQPD0EKXXD3,A190A83ZZ8LNBR,Approved,Mon Apr 10 05:18:13 PDT 2023,Mon Apr 10 05:18:45 PDT 2023,Thu Apr 13 05:18:45 PDT 2023,Thu Apr 13 05:19:25 PDT 2023,,,32,100% (1/1),100% (1/1),100% (1/1),"#Cubas  #COVID19 vaccine success could serve as global model: report 
@CIGBCuba @FinlayInstituto 

https://t.co/9Bgg5CiBJL",Unidentifiable extreme,,
3ZXNP4Z39REJZWUQFAN9RJCRLCVL7N,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3Z4AIRP3C763BOU7UFEQPNCRPNW1XJ,A3JGKJ8P9HJPC0,Approved,Mon Apr 10 05:20:33 PDT 2023,Mon Apr 10 05:21:35 PDT 2023,Thu Apr 13 05:21:35 PDT 2023,Thu Apr 13 05:22:23 PDT 2023,,,62,100% (6/6),100% (6/6),100% (6/6),"#Cubas  #COVID19 vaccine success could serve as global model: report 
@CIGBCuba @FinlayInstituto 

https://t.co/9Bgg5CiBJL",Neutral,,
3ZXNP4Z39REJZWUQFAN9RJCRLCVL7N,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3XIQGXAUMD1HMA99JVVZQX34S9V7XL,A3NOMWX585LW5W,Approved,Mon Apr 10 05:20:33 PDT 2023,Mon Apr 10 05:22:07 PDT 2023,Thu Apr 13 05:22:07 PDT 2023,Thu Apr 13 05:22:27 PDT 2023,,,94,100% (5/5),100% (5/5),100% (5/5),"#Cubas  #COVID19 vaccine success could serve as global model: report 
@CIGBCuba @FinlayInstituto 

https://t.co/9Bgg5CiBJL",Neutral,,
3ZXNP4Z39REJZWUQFAN9RJCRLCVL7N,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,35BLDD71I7Q82VAK2BM0TWZIMRZZV1,A3QL14YXN7404Z,Approved,Mon Apr 10 05:18:15 PDT 2023,Mon Apr 10 05:18:41 PDT 2023,Thu Apr 13 05:18:41 PDT 2023,Thu Apr 13 05:19:24 PDT 2023,,,26,100% (20/20),100% (20/20),100% (20/20),"#Cubas  #COVID19 vaccine success could serve as global model: report 
@CIGBCuba @FinlayInstituto 

https://t.co/9Bgg5CiBJL",Neutral,,
3ZXNP4Z39REJZWUQFAN9RJCRLCVL7N,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3DZQRBDBSM8RPAMNN9MME8AW8S83S5,AYEMIOSIJ7X7G,Approved,Mon Apr 10 05:19:51 PDT 2023,Mon Apr 10 05:20:01 PDT 2023,Thu Apr 13 05:20:01 PDT 2023,Thu Apr 13 05:20:27 PDT 2023,,,10,100% (9/9),100% (9/9),100% (9/9),"#Cubas  #COVID19 vaccine success could serve as global model: report 
@CIGBCuba @FinlayInstituto 

https://t.co/9Bgg5CiBJL",Neutral,,
3G5RUKN2ECWD1FL46K18I77MLXJN93,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3R6BYFZZP85U13OF1ETBEPGLQXEFXX,A14I668CAQXSBD,Approved,Mon Apr 10 05:18:44 PDT 2023,Mon Apr 10 05:19:57 PDT 2023,Thu Apr 13 05:19:57 PDT 2023,Thu Apr 13 05:20:27 PDT 2023,,,73,100% (21/21),100% (21/21),100% (21/21)," The Central Epidemic Command Center (#CECC) confirms 20,269 domestic cases and 37 imported cases of #COVID19 in Taiwan on 11 November 2022. https://t.co/YxRQ22CBbF",Near-left,,
3G5RUKN2ECWD1FL46K18I77MLXJN93,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,35DR22AR5EDZLR8MHJS9DGRON78X35,A1VCJBY1IOTUEP,Approved,Mon Apr 10 05:18:05 PDT 2023,Mon Apr 10 05:18:58 PDT 2023,Thu Apr 13 05:18:58 PDT 2023,Thu Apr 13 05:19:28 PDT 2023,,,53,100% (9/9),100% (9/9),100% (9/9)," The Central Epidemic Command Center (#CECC) confirms 20,269 domestic cases and 37 imported cases of #COVID19 in Taiwan on 11 November 2022. https://t.co/YxRQ22CBbF",Neutral,,
3G5RUKN2ECWD1FL46K18I77MLXJN93,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,38YMOXR4MVSJTAQEQGULI0P1OW5W6I,A3K9ZNOQFBE037,Approved,Mon Apr 10 05:20:44 PDT 2023,Mon Apr 10 05:21:01 PDT 2023,Thu Apr 13 05:21:01 PDT 2023,Thu Apr 13 05:21:26 PDT 2023,,,17,100% (11/11),100% (11/11),100% (11/11)," The Central Epidemic Command Center (#CECC) confirms 20,269 domestic cases and 37 imported cases of #COVID19 in Taiwan on 11 November 2022. https://t.co/YxRQ22CBbF",Far-right,,
3G5RUKN2ECWD1FL46K18I77MLXJN93,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:38 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:38 PDT 2023,,,3M68NM076I0ELE9SRMKFV1HKWHQR6A,ABVP1XX3ZOMKL,Approved,Mon Apr 10 05:21:16 PDT 2023,Mon Apr 10 05:22:27 PDT 2023,Thu Apr 13 05:22:27 PDT 2023,Thu Apr 13 05:22:28 PDT 2023,,,71,100% (2/2),100% (2/2),100% (2/2)," The Central Epidemic Command Center (#CECC) confirms 20,269 domestic cases and 37 imported cases of #COVID19 in Taiwan on 11 November 2022. https://t.co/YxRQ22CBbF",Neutral,,
